2018-02-25 08:05:37,"b""RT @88nett: @Olympics @weareoneEXO WHEN I COULDN'T SMILE.. YOU MADE ME LAUGH.\n\nWHEN EVERYTHING WAS GOING DOWN HILL FOR ME YOU WERE THERE TO\xe2\x80\xa6""",3
2018-02-25 08:05:15,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",37
2018-02-25 08:05:01,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",2019
2018-02-25 08:04:57,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",402
2018-02-25 08:04:50,"b'no seriously ive watching 3 podcasts, listened to some bh amd cried over mark so its a good saturday night'",956
2018-02-25 08:04:39,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",186
2018-02-25 08:04:37,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",381
2018-02-25 08:04:36,b'Get these high-end CPUs from AMD and Intel for cheap right now https://t.co/YNE7QJd8QW https://t.co/9SEMUdh1yW',1199
2018-02-25 08:04:22,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",36
2018-02-25 08:04:22,"b""AMD lures Cisco's server CTO into Epyc new data center gig https://t.co/zUCzowePti""",1535
2018-02-25 08:04:16,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",436
2018-02-25 08:03:57,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",8
2018-02-25 08:03:54,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",19
2018-02-25 08:03:44,"b'I wish it was as easy as saying ""screw it"" and just overriding that voice. That is what everyone tells me to do. An\xe2\x80\xa6 https://t.co/7wDwUm498b'",255
2018-02-25 08:03:42,b'i really cannot with them look at baek and jongin in the back and minseok amd sehun ah i enjoy spending my teenage\xe2\x80\xa6 https://t.co/c1ge24sJiv',437
2018-02-25 08:03:31,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",1
2018-02-25 08:03:25,b'Fortnite: Kill | Shot with GeForce #RAM #AMD #MicrosoftWindows #MICROSOFT #Operatingsystem https://t.co/Ya1vAbnUD3 https://t.co/0D3tf5OJ02',6967
2018-02-25 08:03:14,b'RT @Ayoitsho1: \xe2\x9a\xa0\xef\xb8\x8f Yo if you live in Oxnard (I live by CIHS) Double check your water taps in your house! The water is contaminated!  I\xe2\x80\x99m not\xe2\x80\xa6',806
2018-02-25 08:03:12,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",41
2018-02-25 08:03:11,"b""@JannyMedvedeva @Olympics I'm so happy for you!amd the fact that u will meet them later makes me more proud.congrats fam!\xf0\x9f\x92\x8b\xf0\x9f\x92\x95""",126
2018-02-25 08:03:02,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",1417
2018-02-25 08:02:46,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",210
2018-02-25 08:02:43,"b'RT @SMOLJUNI94X01: hello! \n\ni should be asleep now but i don\xe2\x80\x99t feel well so i can\xe2\x80\x99t haha, \n\ni just came here to say that i hope you\xe2\x80\x99re enjo\xe2\x80\xa6'",4
